DrugBank_ID,Drug_Name,UniProt_ID
DB02530,gamma-Aminobutyric acid,Q9UBS5
DB02530,gamma-Aminobutyric acid,O75899
DB02530,gamma-Aminobutyric acid,P13612
DB02530,gamma-Aminobutyric acid,P30531
DB02530,gamma-Aminobutyric acid,P31644
DB02530,gamma-Aminobutyric acid,P14867
DB02530,gamma-Aminobutyric acid,P47870
DB02530,gamma-Aminobutyric acid,P34903
DB02530,gamma-Aminobutyric acid,P47869
DB02530,gamma-Aminobutyric acid,P48066
DB02530,gamma-Aminobutyric acid,P18507
DB02530,gamma-Aminobutyric acid,P50440
DB02546,Vorinostat,Q13547
DB02546,Vorinostat,Q92769
DB02546,Vorinostat,O15379
DB02546,Vorinostat,Q9UBN7
DB02546,Vorinostat,Q9BY41
DB02594,Doxecitine,O00142
DB02594,Doxecitine,P27707
DB02638,Terlipressin,P37288
DB02638,Terlipressin,P47901
DB02638,Terlipressin,P30518
DB02659,Cholic Acid,P04054
DB02659,Cholic Acid,P22830
DB02659,Cholic Acid,P23141
DB02659,Cholic Acid,P00326
DB02659,Cholic Acid,P62508
DB02659,Cholic Acid,P51161
DB02659,Cholic Acid,P13073
DB02659,Cholic Acid,P00395
DB02659,Cholic Acid,P00403
DB02659,Cholic Acid,P00414
DB02659,Cholic Acid,P20674
DB02659,Cholic Acid,P10606
DB02659,Cholic Acid,P09669
DB02659,Cholic Acid,P24311
DB02659,Cholic Acid,P15954
DB02659,Cholic Acid,P10176
DB02659,Cholic Acid,Q02221
DB02659,Cholic Acid,P14854
DB02659,Cholic Acid,P24310
DB02659,Cholic Acid,Q96RI1
DB02659,Cholic Acid,Q8TDU6
DB02701,Nicotinamide,Q10588
DB02701,Nicotinamide,P09874
DB02701,Nicotinamide,Q9NXA8
DB02701,Nicotinamide,P00338
DB02745,Uridine,P19971
DB02745,Uridine,P62312
DB02772,Sucrose,Q8TE23
DB02772,Sucrose,P61626
DB02772,Sucrose,P68133
DB02772,Sucrose,O00244
DB02772,Sucrose,Q9Y3I0
DB02789,Pregnenolone,P11474
DB02789,Pregnenolone,O75469
DB02789,Pregnenolone,O00204
DB02893,D-Methionine,P50579
DB02925,Piretanide,Q13621
DB03017,Lauric acid,O00206
DB03017,Lauric acid,P02788
DB03017,Lauric acid,P14555
DB03017,Lauric acid,P41235
DB03017,Lauric acid,P98155
DB03017,Lauric acid,Q9NZD2
DB03017,Lauric acid,P07360
DB03017,Lauric acid,Q9UNK4
DB03017,Lauric acid,Q9Y6Y9
DB03017,Lauric acid,Q07869
DB03017,Lauric acid,P17900
DB03017,Lauric acid,P11766
DB03085,Glycolic acid,P11413
DB03088,Pidolic acid,P04746
DB03088,Pidolic acid,P19961
DB03088,Pidolic acid,P15692
DB03088,Pidolic acid,P0CG04
DB03088,Pidolic acid,P01709
DB03088,Pidolic acid,Q03403
DB03088,Pidolic acid,Q9UKQ2
DB03088,Pidolic acid,Q701N4
DB03088,Pidolic acid,O43612
DB03088,Pidolic acid,P80075
DB03128,Acetylcholine,P11229
DB03128,Acetylcholine,P08172
DB03128,Acetylcholine,P20309
DB03128,Acetylcholine,P08173
DB03128,Acetylcholine,P36544
DB03147,Flavin adenine dinucleotide,P29475
DB03147,Flavin adenine dinucleotide,Q12882
DB03147,Flavin adenine dinucleotide,P47989
DB03147,Flavin adenine dinucleotide,P15559
DB03147,Flavin adenine dinucleotide,P21397
DB03147,Flavin adenine dinucleotide,Q16881
DB03147,Flavin adenine dinucleotide,P27338
DB03147,Flavin adenine dinucleotide,P00390
DB03147,Flavin adenine dinucleotide,P16083
DB03147,Flavin adenine dinucleotide,Q16795
DB03147,Flavin adenine dinucleotide,Q86YB8
DB03147,Flavin adenine dinucleotide,P00387
DB03147,Flavin adenine dinucleotide,P26440
DB03147,Flavin adenine dinucleotide,Q9UKU7
DB03147,Flavin adenine dinucleotide,O95831
DB03147,Flavin adenine dinucleotide,P16435
DB03147,Flavin adenine dinucleotide,Q92947
DB03147,Flavin adenine dinucleotide,P11310
DB03147,Flavin adenine dinucleotide,P14920
DB03147,Flavin adenine dinucleotide,P16219
DB03147,Flavin adenine dinucleotide,Q96RQ9
DB03147,Flavin adenine dinucleotide,P09622
DB03147,Flavin adenine dinucleotide,Q9UHQ9
DB03147,Flavin adenine dinucleotide,P22570
DB03147,Flavin adenine dinucleotide,Q15067
DB03147,Flavin adenine dinucleotide,P55789
DB03175,Propyl alcohol,P61626
DB03193,Stearic acid,Q07869
DB03193,Stearic acid,Q9UNK4
DB03247,Flavin mononucleotide,P30043
DB03247,Flavin mononucleotide,Q9UJM8
DB03247,Flavin mononucleotide,Q9NVS9
DB03247,Flavin mononucleotide,Q969G6
DB03247,Flavin mononucleotide,P29475
DB03247,Flavin mononucleotide,Q12882
DB03247,Flavin mononucleotide,Q02127
DB03247,Flavin mononucleotide,O00141
DB03247,Flavin mononucleotide,O75676
DB03247,Flavin mononucleotide,Q9NYQ3
DB03247,Flavin mononucleotide,P16435
DB03247,Flavin mononucleotide,Q96CD2
DB03255,Phenol,Q16790
DB03255,Phenol,Q9ULX7
DB03255,Phenol,P00918
DB03255,Phenol,O43570
DB03255,Phenol,P22748
DB03255,Phenol,P00915
DB03255,Phenol,P02768
DB03310,Glutathione disulfide,P10620
DB03310,Glutathione disulfide,P08263
DB03310,Glutathione disulfide,P28161
DB03310,Glutathione disulfide,P00390
DB03312,Brivudine,O00142
DB03312,Brivudine,P04183
DB03404,Hemin,P13196
DB03585,Oxyphenbutazone,P02768
DB03585,Oxyphenbutazone,Q9NZK7
DB03604,Tiratricol,P10828
DB03604,Tiratricol,P10827
DB03604,Tiratricol,Q02127
DB03614,Mecobalamin,Q99707
DB03615,Ribostamycin,P07237
DB03619,Deoxycholic acid,P09211
DB03619,Deoxycholic acid,Q96RI1
DB03619,Deoxycholic acid,Q8TDU6
DB03619,Deoxycholic acid,P12004
DB03619,Deoxycholic acid,Q7Z2Z2
DB03619,Deoxycholic acid,P08263
DB03754,Tromethamine,P17707
DB03754,Tromethamine,P05067
DB03756,Doconexent,Q07869
DB03756,Doconexent,P37231
DB03756,Doconexent,P19793
DB03756,Doconexent,P28702
DB03756,Doconexent,P48443
DB03756,Doconexent,P23219
DB03756,Doconexent,P35354
DB03756,Doconexent,P36956
DB03756,Doconexent,P01106
DB03766,Propanoic acid,Q9NQX3
DB03783,Phenacetin,P23219
DB03783,Phenacetin,P20839
DB03793,Benzoic acid,P51151
DB03793,Benzoic acid,P46059
DB03793,Benzoic acid,P14920
DB03796,Palmitic Acid,Q01469
DB03796,Palmitic Acid,P15090
DB03796,Palmitic Acid,P00709
DB03796,Palmitic Acid,Q07869
DB03796,Palmitic Acid,P08100
DB03796,Palmitic Acid,P50897
DB03796,Palmitic Acid,P02689
DB03796,Palmitic Acid,P09466
DB03796,Palmitic Acid,Q14541
DB03796,Palmitic Acid,P10632
DB03796,Palmitic Acid,O43617
DB03843,Formaldehyde,O75762
DB03852,Eucalyptol,Q7Z2W7
DB03904,Urea,P05089
DB03904,Urea,P00918
DB03904,Urea,P35222
DB03929,D-Serine,Q05586
DB03929,D-Serine,P23415
DB03929,D-Serine,P29508
DB04115,Berberine,O14746
DB04115,Berberine,O15392
DB04160,Pyrophosphoric acid,P14324
DB04173,Fructose,P49789
DB04209,Dequalinium,P98170
DB04209,Dequalinium,P29973
DB04209,Dequalinium,Q9UGI6
DB04209,Dequalinium,Q9H2S1
DB04209,Dequalinium,Q92952
DB04209,Dequalinium,Q16280
DB04209,Dequalinium,Q12791
DB04209,Dequalinium,P17252
DB04209,Dequalinium,P37840
DB04209,Dequalinium,P0DP23
DB04224,Oleic Acid,P07148
DB04224,Oleic Acid,P15090
DB04224,Oleic Acid,Q07869
DB04224,Oleic Acid,Q03181
DB04224,Oleic Acid,P19793
DB04224,Oleic Acid,P37231
DB04224,Oleic Acid,P02689
DB04272,Citric acid,P15121
DB04272,Citric acid,Q9HBA0
DB04272,Citric acid,O75390
DB04272,Citric acid,P12931
DB04272,Citric acid,P07998
DB04272,Citric acid,P12724
DB04272,Citric acid,Q96RQ9
DB04272,Citric acid,Q9GZU7
DB04272,Citric acid,O14964
DB04272,Citric acid,P40926
DB04272,Citric acid,P15086
DB04272,Citric acid,P62312
DB04272,Citric acid,Q9HB21
DB04272,Citric acid,P07360
DB04272,Citric acid,P07741
DB04272,Citric acid,Q9BY32
DB04335,Inosine,P00491
DB04339,Carbocisteine,Q14145
DB04339,Carbocisteine,Q16236
DB04339,Carbocisteine,Q63HM9
DB04339,Carbocisteine,Q9UNP4
DB04348,Taurocholic acid,P19835
DB04348,Taurocholic acid,Q12908
DB04348,Taurocholic acid,Q8TDU6
DB04348,Taurocholic acid,Q96RI1
DB04348,Taurocholic acid,P51161
DB04465,Lactose,P17931
DB04465,Lactose,P16278
DB04465,Lactose,Q7Z4J2
DB04465,Lactose,Q9NZD2
DB04485,Thymidine,O00142
DB04485,Thymidine,P04183
DB04519,Caprylic acid,Q07869
DB04540,Cholesterol,Q9Y5K3
DB04540,Cholesterol,Q14994
DB04540,Cholesterol,P11473
DB04540,Cholesterol,Q9ULY5
DB04540,Cholesterol,P35398
DB04557,Arachidonic Acid,P23219
DB04557,Arachidonic Acid,Q07869
DB04557,Arachidonic Acid,Q96RI1
DB04557,Arachidonic Acid,P19793
DB04564,Gluconolactone,P09848
DB04573,Estriol,P03372
DB04573,Estriol,Q92731
DB04573,Estriol,P04278
DB04574,Estrone sulfate,P03372
DB04574,Estrone sulfate,Q92731
DB04575,Quinestrol,P03372
DB04657,Carboxin,P31040
DB04703,Hesperidin,Q00975
DB04703,Hesperidin,Q96GD4
DB04711,Iodipamide,P02768
DB04743,Nimesulide,P35354
DB04743,Nimesulide,P02788
DB04743,Nimesulide,P50591
DB04743,Nimesulide,Q9NZK7
DB04794,Bifonazole,P20813
DB04812,Benoxaprofen,P24752
DB04813,Bithionol,Q07820
DB04813,Bithionol,Q92731
DB04813,Bithionol,P17655
DB04813,Bithionol,P03372
DB04815,Clioquinol,P41145
DB04817,Metamizole,P23219
DB04818,Iproniazid,P27338
DB04818,Iproniazid,P21397
DB04820,Nialamide,P27338
DB04820,Nialamide,P21397
DB04820,Nialamide,P21964
DB04821,Nomifensine,P14416
DB04821,Nomifensine,P23975
DB04821,Nomifensine,Q01959
DB04821,Nomifensine,P27338
DB04821,Nomifensine,P21397
DB04821,Nomifensine,P05164
DB04821,Nomifensine,P31645
DB04821,Nomifensine,Q05940
DB04824,Phenolphthalein,O60656
DB04824,Phenolphthalein,O75469
DB04824,Phenolphthalein,Q14994
DB04824,Phenolphthalein,P03372
DB04824,Phenolphthalein,P04278
DB04825,Prenylamine,Q9H1R3
DB04825,Prenylamine,P0DP23
DB04828,Zomepirac,P35354
DB04828,Zomepirac,P23219
DB04828,Zomepirac,Q9Y5Y4
DB04832,Zimelidine,P31645
DB04832,Zimelidine,P27338
DB04832,Zimelidine,P21397
DB04834,Rapacuronium,P08172
DB04835,Maraviroc,P51681
DB04836,Amineptine,Q01959
DB04836,Amineptine,P23975
DB04836,Amineptine,P31645
DB04837,Clofedanol,P35367
DB04838,Cyclandelate,P54289
DB04838,Cyclandelate,P23141
DB04839,Cyproterone acetate,P10275
DB04839,Cyproterone acetate,P07288
DB04840,Debrisoquine,P23975
DB04841,Flunarizine,O43497
DB04841,Flunarizine,O95180
DB04841,Flunarizine,Q9P0X4
DB04841,Flunarizine,P0DP23
DB04841,Flunarizine,O00555
DB04841,Flunarizine,P35367
DB04842,Fluspirilene,P14416
DB04842,Fluspirilene,P28223
DB04842,Fluspirilene,Q06432
DB04843,Mepenzolate,P11229
DB04843,Mepenzolate,P20309
DB04843,Mepenzolate,P08912
DB04844,Tetrabenazine,Q05940
DB04844,Tetrabenazine,P14416
DB04845,Ixabepilone,Q13509
DB04846,Celiprolol,P08588
DB04846,Celiprolol,P07550
DB04846,Celiprolol,P13945
DB04846,Celiprolol,P08913
DB04846,Celiprolol,P18089
DB04846,Celiprolol,P18825
DB04847,Roxadustat,Q9GZT9
DB04847,Roxadustat,Q96KS0
DB04847,Roxadustat,Q9H6Z9
DB04854,Febuxostat,P47989
DB04855,Dronedarone,P35348
DB04855,Dronedarone,P35368
DB04855,Dronedarone,P25100
DB04855,Dronedarone,P08913
DB04855,Dronedarone,P18089
DB04855,Dronedarone,P18825
DB04855,Dronedarone,Q12809
DB04855,Dronedarone,Q13936
DB04855,Dronedarone,Q01668
DB04855,Dronedarone,O60840
DB04855,Dronedarone,Q13698
DB04855,Dronedarone,Q02641
DB04855,Dronedarone,Q08289
DB04855,Dronedarone,P54284
DB04855,Dronedarone,O00305
DB04855,Dronedarone,O95069
DB04855,Dronedarone,Q14524
DB04855,Dronedarone,P48549
DB04855,Dronedarone,P51787
DB04855,Dronedarone,Q14500
DB04855,Dronedarone,P32418
DB04855,Dronedarone,Q9UK17
DB04855,Dronedarone,P22460
DB04855,Dronedarone,P08588
DB04855,Dronedarone,P10827
DB04861,Nebivolol,P08588
DB04861,Nebivolol,P07550
DB04861,Nebivolol,P13945
DB04864,Huperzine A,P22303
DB04864,Huperzine A,P04746
DB04864,Huperzine A,P09917
DB04865,Omacetaxine mepesuccinate,P39023
DB04868,Nilotinib,P00519
DB04868,Nilotinib,P10721
DB04868,Nilotinib,P16234
DB04868,Nilotinib,Q99062
DB04868,Nilotinib,Q16832
DB04871,Lorcaserin,P28335
DB04876,Vildagliptin,P27487
DB04880,Enoximone,Q14432
DB04890,Bepotastine,P35367
DB04895,Pegaptanib,P15692
DB04895,Pegaptanib,O14786
DB04896,Milnacipran,P31645
DB04896,Milnacipran,P23975
DB04896,Milnacipran,Q05586
DB04898,Ximelagatran,P00734
DB04899,Nesiritide,P16066
DB04899,Nesiritide,P20594
DB04899,Nesiritide,P17342
DB04908,Flibanserin,P08908
DB04908,Flibanserin,P28223
DB04908,Flibanserin,P21917
DB04920,Clevidipine,O60840
DB04920,Clevidipine,Q13698
DB04920,Clevidipine,Q01668
DB04920,Clevidipine,Q13936
DB04930,Permethrin,P35498
DB04930,Permethrin,P03372
DB04930,Permethrin,O75469
DB04931,Afamelanotide,Q01726
DB04931,Afamelanotide,P32245
DB04932,Defibrotide,P30542
DB04932,Defibrotide,P29274
DB04932,Defibrotide,P29275
DB04938,Ospemifene,P03372
DB04941,Crofelemer,Q5XXA6
DB04941,Crofelemer,P13569
DB04946,Iloperidone,P28223
DB04946,Iloperidone,P14416
DB04946,Iloperidone,P08908
DB04946,Iloperidone,P28335
DB04946,Iloperidone,P50406
DB04946,Iloperidone,P34969
DB04946,Iloperidone,P35348
DB04946,Iloperidone,P08913
DB04946,Iloperidone,P18089
DB04946,Iloperidone,P18825
DB04946,Iloperidone,P08588
DB04946,Iloperidone,P07550
DB04946,Iloperidone,P21728
DB04946,Iloperidone,P35462
DB04946,Iloperidone,P21917
DB04946,Iloperidone,P21918
DB04946,Iloperidone,P35367
DB04948,Lofexidine,P08913
DB04948,Lofexidine,P35348
DB04948,Lofexidine,P08908
DB04948,Lofexidine,P34969
DB04948,Lofexidine,P28335
DB04948,Lofexidine,P28221
DB04951,Pirfenidone,P01137
DB04953,Ezogabine,O43525
DB04953,Ezogabine,O43526
DB04953,Ezogabine,P56696
DB04953,Ezogabine,Q9NR82
DB05013,Ingenol mebutate,Q05655
DB05013,Ingenol mebutate,P17252
DB05015,Belinostat,Q13547
DB05016,Ataluren,P11532
DB05018,Migalastat,P06280
DB05039,Indacaterol,P07550
DB05057,Erdosteine,Q9UNI1
DB05084,Abaloparatide,Q03431
DB05087,Ganaxolone,P14867
DB05099,Ancrod,P02671
DB05187,Elafibranor,Q07869
DB05187,Elafibranor,Q03181
DB05187,Elafibranor,P37231
DB05219,Crisaborole,P27815
DB05219,Crisaborole,Q07343
DB05219,Crisaborole,Q08493
DB05219,Crisaborole,Q08499
DB05239,Cobimetinib,Q02750
DB05246,Methsuximide,O43497
DB05258,Interferon alfa,P17181
DB05260,Gallium nitrate,P01584
DB05260,Gallium nitrate,P31350
DB05260,Gallium nitrate,P21281
DB05271,Rotigotine,P35462
DB05271,Rotigotine,P21917
DB05271,Rotigotine,P14416
DB05271,Rotigotine,P21918
DB05271,Rotigotine,P21728
DB05271,Rotigotine,P08908
DB05271,Rotigotine,P18089
DB05294,Vandetanib,P07949
DB05294,Vandetanib,P00533
DB05294,Vandetanib,P35968
DB05294,Vandetanib,P15692
DB05294,Vandetanib,Q13882
DB05294,Vandetanib,Q02763
DB05299,Keyhole limpet hemocyanin,P60568
DB05311,Ecallantide,P03952
DB05316,Pimavanserin,P28223
DB05316,Pimavanserin,P28335
DB05316,Pimavanserin,Q99720
DB05332,Romiplostim,P40238
DB05332,Romiplostim,P11362
DB05332,Romiplostim,P16234
DB05332,Romiplostim,P10721
DB05332,Romiplostim,P35968
DB05332,Romiplostim,P17948
DB05332,Romiplostim,P07949
DB05332,Romiplostim,P35869
DB05332,Romiplostim,P09619
DB05351,Dexlansoprazole,P20648
DB05351,Dexlansoprazole,P51164
DB05351,Dexlansoprazole,O94760
DB05381,Histamine,P35367
DB05381,Histamine,P25021
DB05381,Histamine,Q9Y5N1
DB05381,Histamine,Q9H3N8
DB05381,Histamine,Q05940
DB05382,Iodine,Q92911
DB05389,Tetrachlorodecaoxide,Q7L5Y9
DB05389,Tetrachlorodecaoxide,Q86VB7
DB05467,Palovarotene,P13631
DB05501,Mavorixafor,P61073
DB05521,Telaprevir,Q9Y6L6
DB05521,Telaprevir,O94956
DB05528,Mipomersen,P04114
DB05541,Brivaracetam,Q7L0J3
DB05541,Brivaracetam,P35498
DB05578,Ramucirumab,P35968
DB05630,Sodium stibogluconate,P11387
DB05667,Levoketoconazole,P05093
DB05667,Levoketoconazole,P15538
DB05667,Levoketoconazole,P19099
DB05667,Levoketoconazole,P05108
DB05667,Levoketoconazole,Q16850
DB05676,Apremilast,Q86V67
DB05676,Apremilast,P11802
DB05676,Apremilast,Q00534
DB05679,Ustekinumab,P29460
DB05679,Ustekinumab,Q9HBH1
DB05679,Ustekinumab,P29459
DB05679,Ustekinumab,Q9NPF7
DB05773,Trastuzumab emtansine,P04626
DB05777,Thrombomodulin Alfa,P00734
DB05777,Thrombomodulin Alfa,P12259
DB05812,Abiraterone,P05093
DB05829,Parathyroid hormone,P49190
DB05829,Parathyroid hormone,Q03431
DB05889,Inotuzumab ozogamicin,P20273
DB05990,Obeticholic acid,Q96RI1
DB06016,Cariprazine,P35462
DB06016,Cariprazine,P14416
DB06016,Cariprazine,P08908
DB06016,Cariprazine,P41595
DB06016,Cariprazine,P28223
DB06016,Cariprazine,P35367
DB06016,Cariprazine,P28335
DB06016,Cariprazine,P35348
DB06043,Olaratumab,P16234
DB06077,Lumateperone,P31645
DB06077,Lumateperone,P28223
DB06077,Lumateperone,P14416
DB06077,Lumateperone,P21728
DB06081,Caplacizumab,P04275
DB06083,Tapinarof,P35869
DB06119,Cenobamate,P35498
DB06119,Cenobamate,P14867
DB06137,Tirbanibulin,P07437
DB06137,Tirbanibulin,P12931
DB06144,Sertindole,P14416
DB06144,Sertindole,P28223
DB06144,Sertindole,P28335
DB06144,Sertindole,P50406
DB06144,Sertindole,Q12809
DB06144,Sertindole,P35348
DB06144,Sertindole,P35368
DB06144,Sertindole,P25100
DB06148,Mianserin,P08913
DB06148,Mianserin,P28223
DB06148,Mianserin,P28335
DB06148,Mianserin,P35367
DB06148,Mianserin,P23975
DB06148,Mianserin,P31645
DB06148,Mianserin,Q9H3N8
DB06148,Mianserin,P08908
DB06148,Mianserin,P18825
DB06148,Mianserin,P41595
DB06148,Mianserin,P30939
DB06148,Mianserin,P18089
DB06148,Mianserin,P35462
DB06148,Mianserin,P41145
DB06148,Mianserin,Q01959
DB06148,Mianserin,P34969
DB06148,Mianserin,P14416
DB06148,Mianserin,P50406
DB06148,Mianserin,P35348
DB06148,Mianserin,P21728
DB06151,Acetylcysteine,P48637
DB06151,Acetylcysteine,Q9UPY5
DB06151,Acetylcysteine,Q03154
DB06151,Acetylcysteine,O14920
DB06151,Acetylcysteine,O15111
DB06151,Acetylcysteine,Q13224
DB06151,Acetylcysteine,Q05586
DB06151,Acetylcysteine,Q12879
DB06151,Acetylcysteine,O15399
DB06151,Acetylcysteine,Q8TCU5
DB06152,Nylidrin,P48551
DB06152,Nylidrin,Q9P0X4
DB06153,Pizotifen,P11229
DB06153,Pizotifen,P08172
DB06153,Pizotifen,P20309
DB06153,Pizotifen,P28223
DB06153,Pizotifen,P41595
DB06153,Pizotifen,P28335
DB06153,Pizotifen,P08908
DB06153,Pizotifen,P28222
DB06153,Pizotifen,P35367
DB06153,Pizotifen,P35348
DB06153,Pizotifen,P35368
DB06153,Pizotifen,P25100
DB06153,Pizotifen,P08913
DB06153,Pizotifen,P18089
DB06153,Pizotifen,P18825
DB06154,Pentaerythritol tetranitrate,P69905
DB06154,Pentaerythritol tetranitrate,P68871
DB06155,Rimonabant,P21554
DB06155,Rimonabant,Q9Y2T6
DB06168,Canakinumab,P01584
DB06174,Noscapine,Q99720
DB06176,Romidepsin,Q13547
DB06176,Romidepsin,Q92769
DB06176,Romidepsin,P56524
DB06176,Romidepsin,Q9UBN7
DB06186,Ipilimumab,P16410
DB06193,Pixantrone,Q02880
DB06193,Pixantrone,P11388
DB06196,Icatibant,P30411
DB06196,Icatibant,P15144
DB06199,Atrasentan,P25101
DB06199,Atrasentan,P24530
DB06201,Rufinamide,Q15858
DB06201,Rufinamide,P41594
DB06202,Lasofoxifene,P03372
DB06202,Lasofoxifene,Q92731
DB06202,Lasofoxifene,P34972
DB06203,Alogliptin,P27487
DB06204,Tapentadol,P35372
DB06204,Tapentadol,P23975
DB06204,Tapentadol,P41145
DB06204,Tapentadol,P41143
DB06204,Tapentadol,P31645
DB06205,Hyaluronidase (human recombinant),P01137
DB06207,Silodosin,P35348
DB06207,Silodosin,P25100
DB06207,Silodosin,P35368
DB06207,Silodosin,Q12809
DB06209,Prasugrel,Q9H244
DB06210,Eltrombopag,P40238
DB06212,Tolvaptan,P30518
DB06212,Tolvaptan,P37288
DB06213,Regadenoson,P29274
DB06216,Asenapine,P28223
DB06216,Asenapine,P14416
DB06216,Asenapine,P08908
DB06216,Asenapine,P28222
DB06216,Asenapine,P41595
DB06216,Asenapine,P28335
DB06216,Asenapine,P47898
DB06216,Asenapine,P50406
DB06216,Asenapine,P34969
DB06216,Asenapine,P35462
DB06216,Asenapine,P21917
DB06216,Asenapine,P21728
DB06216,Asenapine,P35348
DB06216,Asenapine,P08913
DB06216,Asenapine,P18089
DB06216,Asenapine,P18825
DB06216,Asenapine,P35367
DB06216,Asenapine,P25021
DB06216,Asenapine,P08588
DB06216,Asenapine,P07550
DB06217,Vernakalant,Q14524
DB06217,Vernakalant,P22460
DB06217,Vernakalant,Q9UK17
DB06217,Vernakalant,Q12809
DB06218,Lacosamide,Q9UI33
DB06218,Lacosamide,Q16555
DB06218,Lacosamide,Q15858
DB06218,Lacosamide,Q9NY46
DB06218,Lacosamide,Q9Y5Y9
DB06219,Dalbavancin,P16233
DB06228,Rivaroxaban,P00742
DB06230,Nalmefene,P41145
DB06230,Nalmefene,P41143
DB06230,Nalmefene,P35372
DB06237,Avanafil,O76074
DB06243,Eflornithine,P11926
DB06249,Arzoxifene,Q92731
DB06249,Arzoxifene,P03372
DB06262,Droxidopa,P35348
DB06262,Droxidopa,P35368
DB06262,Droxidopa,P25100
DB06262,Droxidopa,P08913
DB06262,Droxidopa,P18089
DB06262,Droxidopa,P18825
DB06262,Droxidopa,P08588
DB06262,Droxidopa,P07550
DB06262,Droxidopa,P13945
DB06262,Droxidopa,P00439
DB06267,Udenafil,O76074
DB06268,Sitaxentan,P25101
DB06268,Sitaxentan,P24530
DB06271,Sulodexide,P05546
DB06271,Sulodexide,P01008
DB06273,Tocilizumab,P08887
DB06273,Tocilizumab,P40189
DB06274,Alvimopan,P35372
DB06274,Alvimopan,P41145
DB06274,Alvimopan,P41143
DB06282,Levocetirizine,P35367
DB06283,Ziconotide,Q00975
DB06283,Ziconotide,O00555
DB06285,Teriparatide,P01270
DB06285,Teriparatide,Q03431
DB06287,Temsirolimus,P42345
DB06288,Amisulpride,P34969
DB06288,Amisulpride,P28223
DB06288,Amisulpride,P14416
DB06288,Amisulpride,P35462
DB06288,Amisulpride,P35372
DB06288,Amisulpride,P41143
DB06288,Amisulpride,P41145
DB06292,Dapagliflozin,P31639
DB06317,Elotuzumab,Q9NQ25
DB06335,Saxagliptin,P27487
DB06343,Teprotumumab,P08069
DB06366,Pertuzumab,P04626
DB06372,Rilonacept,P01584
DB06372,Rilonacept,P01583
DB06372,Rilonacept,P18510
DB06374,Elacestrant,P03372
DB06401,Bazedoxifene,P03372
DB06401,Bazedoxifene,Q92731
DB06402,Telavancin,P34998
DB06402,Telavancin,P32297
DB06402,Telavancin,Q15822
DB06403,Ambrisentan,P25101
DB06403,Ambrisentan,P24530
DB06404,Human C1-esterase inhibitor,P00736
DB06404,Human C1-esterase inhibitor,P09871
DB06404,Human C1-esterase inhibitor,P03952
DB06404,Human C1-esterase inhibitor,P00748
DB06404,Human C1-esterase inhibitor,P03951
DB06404,Human C1-esterase inhibitor,P00750
DB06404,Human C1-esterase inhibitor,P00734
DB06410,Doxercalciferol,P11473
DB06412,Oxymetholone,P10275
DB06413,Armodafinil,Q01959
DB06413,Armodafinil,P25100
DB06439,Tyloxapol,P06858
DB06439,Tyloxapol,Q04864
DB06439,Tyloxapol,Q01201
DB06439,Tyloxapol,Q04206
DB06439,Tyloxapol,Q00653
DB06439,Tyloxapol,P19838
DB06441,Cangrelor,Q9H244
DB06448,Lonafarnib,P49354
DB06448,Lonafarnib,P49356
DB06480,Prucalopride,Q13639
DB06589,Pazopanib,P17948
DB06589,Pazopanib,P35968
DB06589,Pazopanib,P35916
DB06589,Pazopanib,P16234
DB06589,Pazopanib,P09619
DB06589,Pazopanib,P10721
DB06589,Pazopanib,P22607
DB06589,Pazopanib,Q08881
DB06589,Pazopanib,P05230
DB06589,Pazopanib,Q9UQQ2
DB06594,Agomelatine,P28335
DB06594,Agomelatine,P48039
DB06594,Agomelatine,P49286
DB06595,Midostaurin,P17252
DB06595,Midostaurin,P35968
DB06595,Midostaurin,P16234
DB06595,Midostaurin,P09619
DB06595,Midostaurin,P36888
DB06595,Midostaurin,P05129
DB06595,Midostaurin,P10721
DB06602,Reslizumab,P05113
DB06603,Panobinostat,Q13547
DB06605,Apixaban,P00742
DB06606,Teplizumab,P07766
DB06607,Catumaxomab,P12318
DB06607,Catumaxomab,P08637
DB06607,Catumaxomab,O75015
DB06607,Catumaxomab,P07766
DB06607,Catumaxomab,P12314
DB06607,Catumaxomab,P16422
DB06612,Mepolizumab,P05113
DB06616,Bosutinib,P07948
DB06616,Bosutinib,Q02750
DB06616,Bosutinib,P36507
DB06616,Bosutinib,Q9Y2U5
DB06616,Bosutinib,Q13555
DB06616,Bosutinib,P09769
DB06616,Bosutinib,P08631
DB06616,Bosutinib,P42680
DB06616,Bosutinib,Q9H2G2
DB06616,Bosutinib,P12931
DB06616,Bosutinib,P00519
DB06626,Axitinib,P17948
DB06626,Axitinib,P35968
DB06626,Axitinib,P35916
DB06626,Axitinib,P00519
DB06637,Dalfampridine,Q09470
DB06637,Dalfampridine,P16389
DB06637,Dalfampridine,P22001
DB06637,Dalfampridine,P22459
DB06637,Dalfampridine,P22460
DB06637,Dalfampridine,P17658
DB06637,Dalfampridine,Q96RP8
DB06637,Dalfampridine,Q16322
DB06637,Dalfampridine,Q14721
DB06637,Dalfampridine,Q92953
DB06637,Dalfampridine,P48547
DB06637,Dalfampridine,Q96PR1
DB06637,Dalfampridine,Q14003
DB06637,Dalfampridine,Q9NSA2
DB06637,Dalfampridine,Q9NZV8
