source,target
Q9P2H3,Q9H7X7
Q8NAV1,Q9NVR5
O15066,Q15599
P61962,Q68DC2
P51157,Q8NEH6
Q9Y2D4,Q8TAG9
P11234,O60645
Q8WYA0,Q9UG01
P20794,O60303
O60303,Q9UPZ9
P61006,P27105
Q86SQ7,O75665
Q9Y547,Q8IY31
P48380,P53350
Q9Y547,Q9UG01
Q9P2H3,Q9NQC8
A0AVF1,Q9UG01
P63172,Q8TF09
O43822,Q68CZ1
P63167,P63172
Q8WVS4,Q8TF09
Q9NWU2,Q96G75
Q8IW35,Q7Z4T9
P61962,Q5SW79
P62136,Q6VY07
Q9NRR6,Q92834
Q8WYA0,A0AVF1
Q8WYA0,Q9BUN5
O43805,Q9Y496
P61962,P62140
Q9UL63,P62699
Q9H251,Q15599
Q9UL63,Q6VN20
Q9Y547,Q9NQC8
Q8WWY3,Q7Z4L5
Q9Y366,Q9UG01
P62136,P34931
Q9H7X7,Q9NQC8
Q68CZ1,Q9P0W8
P04049,Q9P0W8
Q86WT1,Q9NWB7
Q15599,Q8N157
Q4G0X9,Q96M98
P43034,Q8WW35
Q9P2H3,Q9Y266
P62158,Q9NVR5
Q7L5Y9,P62699
Q8TF09,Q96EX3
Q8TDR0,O43805
Q9BW83,Q9Y366
Q9NWU2,P43034
Q86SQ7,P61088
P61962,A6NGG8
Q96PY6,Q68CZ1
Q8WYA0,Q8IY31
O75161,P04049
Q9NWU2,Q5JST6
Q96FJ2,O75665
Q9Y496,Q15599
Q5JST6,P62699
Q8IWZ6,Q8NDW8
Q92845,Q15599
O75386,P11234
Q5JST6,Q8IUR7
Q9NQH7,Q8NEP3
O00471,P61006
Q9NRR6,Q5SW79
Q8TF09,Q8WW35
Q9UL63,P61006
Q9NV70,Q8IYI6
Q9H871,P61006
Q9NWU2,P62699
Q9Y2I6,Q9UQM7
Q13049,Q9NV70
Q9P2H3,Q8WYA0
Q96QF0,Q5SW79
P11021,P08670
P61962,P63167
Q9Y2D4,O60645
P61006,Q8IUR7
Q9P2H3,Q8N4P2
P61962,Q9Y3M2
Q9UQM7,P36405
P61006,Q6VN20
P61962,P62136
P63172,Q15555
Q96FJ2,P04049
Q96FJ2,Q68CZ1
Q8IY31,Q9NQC8
P43034,Q15555
Q99627,Q8WWY3
Q9Y266,Q9P2L0
Q15555,Q00613
Q15555,Q8WW35
Q96AJ1,Q3SYG4
P43034,Q8TF09
Q9Y6A4,Q00613
Q96AJ1,Q8TDR0
P61962,Q96QF0
P43034,Q8N157
O75386,Q96FT9
Q8IY31,Q9H7X7
Q96FJ2,Q9NVP4
A0AVF1,Q8IY31
Q5JST6,Q6VN20
Q9P2H3,A0AVF1
Q9BW83,Q86VQ0
P62136,Q15555
P61006,Q9H7D7
Q9Y2I6,Q13561
Q7L5Y9,P61006
P62699,P61006
P63167,Q8TDX7
Q5JST6,Q9H7D7
P62158,P27105
Q96S59,P61006
Q8IW35,Q15051
Q13099,Q9UPZ9
P61088,Q8NEH6
P53350,Q92949
Q9NWU2,P61006
P61962,Q9NRR6
P34931,Q9BUN5
Q9Y2I6,Q8N157
P62158,Q9NWU2
Q9P202,P08670
P11234,Q9NV70
Q96AJ1,Q8NFJ9
P11234,Q96A65
Q8TDX7,P53350
P62158,Q8WXU2
Q9Y266,Q9UG01
Q9Y2I6,Q14203
O43822,Q9P0W8
Q8IY31,Q9Y366
Q96FJ2,P62140
Q96AJ1,Q86WT1
Q8TAG9,P61006
P61962,Q6ZW61
Q4G0X9,Q9HBG6
Q15435,Q86X45
Q8N4P2,Q9Y547
Q96AJ1,Q8IWZ6
P62136,Q15691
P20794,P32119
Q8N427,Q9NWB7
P63167,Q8WW35
Q96FJ2,P63172
P63167,Q9NVP4
Q5JST6,Q96S59
P61962,Q4G0X9
P61088,P08670
P62158,P61088
Q9Y547,Q86VQ0
Q96AJ1,Q9BXC9
Q5JST6,Q7L5Y9
P61962,O43822
Q9UQM7,Q13561
Q9UPZ9,Q9UG01
Q8N4P2,Q9NWB7
Q15691,Q9Y366
Q8IW35,Q13432
P08670,Q8WW35
Q96AJ1,Q8N4P2
O43822,Q9Y3M2
P63172,P08670
Q8WWY3,Q9NQC8
Q4G0X9,Q96FT9
Q4G0X9,Q7Z4L5
Q96PY6,Q9P0W8
Q14203,Q8N157
Q9BUN5,Q96LB3
Q8NEH6,Q00613
Q8IYI6,P61006
P63167,P04049
P63167,Q68CZ1
Q9Y547,Q9H7X7
Q96FJ2,O43805
Q9ULD6,Q92845
Q13049,O60645
Q96AJ1,Q9UPZ9
Q9UQM7,Q14203
P53350,Q96FT9
Q15051,P04049
Q8NEP3,P27105
Q9H871,Q5JST6
Q96FJ2,Q86VQ0
O75386,O60645
Q8WWY3,P61088
Q9P2H3,Q9Y547
P61962,P62258
Q8WVS4,Q9Y266
Q658P3,Q8NDW8
Q15051,O00471
Q9Y496,Q5SW79
P61006,Q8NFJ9
P62140,Q9ULD6
Q8TDX7,Q8NEZ3
Q96AJ1,Q9NQC8
Q8TDX7,Q9HBG6
Q8WWY3,Q96S59
Q8N427,Q8TDR0
P61962,Q00613
Q8TDX7,Q9P2L0
P61962,A2A3K4
Q13561,Q8N157
Q9NRR6,P62258
P61962,P53350
O43822,P30153
Q6ZW61,P30153
Q9H7X7,Q9NWB7
Q9ULD6,Q9Y496
-,P35222
P62330,Q00610
P62330,O60641
P62330,O95782
P62330,O43747
Q7Z6J2,P12931
Q7Z6J2,Q06124
Q7Z6J2,Q13255
P12931,Q13255
P06241,Q13255
P43405,Q13255
Q13255,P12931
Q13255,P06241
Q13255,P43405
P12931,Q7Z6J2
P06241,Q7Z6J2
Q7Z6J2,P43405
Q13480,P08247
Q8WXE1,Q9NW38
Q8WXE1,Q0VG06
Q9NW38,Q8WXE1
Q15058,Q9BSJ2
Q15058,P23258
Q9NYP9,O43482
P07992,P27694
P07992,P15927
P07992,P35244
Q93045,Q00597
P16949,Q00597
Q00597,Q13363
Q13363,Q00597
O15360,Q13363
Q9NPI8,Q13363
Q13363,O15287
Q13363,Q9NW38
Q13363,O15360
Q13363,Q9HB96
Q13363,Q9NPI8
O15360,Q9BXW9
Q9HB96,Q13363
Q9BXW9,O15360
Q9BXW9,Q13363
Q13363,Q9BXW9
Q86UY6,P62805
Q86UY6,Q16777
Q9BPZ7,O00141
Q9HC62,P52294
Q9HC62,Q14974
Q13761,Q9BXW9
Q13761,Q9NVI1
Q01196,Q9BXW9
Q9BZL1,Q9NVI1
Q9NVI1,Q9BZL1
Q9H0A0,Q9NXG2
P62136,Q13362
P62140,Q13362
P36873,Q13362
P62136,Q14738
P35222,Q9HB96
P35222,Q9NPI8
P35222,Q13363
Q15003,P20226
Q9BXW9,P51530
P51530,Q9BXW9
P24534,P13693
Q05639,P13693
Q6P0N0,Q9NYP9
Q6P0N0,O43482
Q9NYP9,Q8NCD3
O43482,Q8NCD3
Q9NYP9,P49450
O43482,P49450
P19634,P31749
P19634,P34932
P19634,P07900
P19634,P06733
Q9BXW9,Q99708
Q99708,P0CG48
P06748,Q9UNF1
P06748,P22626
P06748,Q14103
P06748,P09651
P06748,P62829
P06748,P62081
P06748,P33778
P06748,Q96QV6
P06748,Q13185
Q9NWS1,P12004
Q99547,Q06265
Q99547,Q15024
Q99547,Q96B26
Q99547,Q9NQT4
Q99547,Q9Y3B2
P12004,Q9NWS1
P12004,P63165
Q9NWS1,Q06609
Q06609,Q9NWS1
O14965,O15360
O15360,O14965
Q00535,Q9Y2I7
Q9BX63,Q9BXW9
Q9BXW9,Q9BX63
O15360,P51955
P51955,O15360
O15360,P23258
P23258,O15360
Q9NVI1,P49736
Q9NVI1,P25205
Q9NVI1,P33992
P33992,Q9NVI1
O94782,P61086
Q00597,Q6ZN44
Q00597,P30048
Q00597,Q93045
Q00597,Q8WWY3
Q00597,P20248
Q6ZN44,Q00597
P55769,Q15649
P55769,Q9Y265
Q9Y2X3,Q9UHK0
Q9Y2X3,Q15649
Q9Y2X3,Q9Y265
Q9NWK9,Q9UHK0
Q9NWK9,Q15649
Q9NWK9,Q9Y265
Q96TC7,P31946
Q96TC7,P04049
Q96TC7,P28482
Q96TC7,P18031
Q9BRU9,Q9Y324
Q9BRU9,Q9Y3A4
Q9BRU9,Q9NX24
Q9BRU9,Q9Y2R4
Q9BXW9,P55268
Q9BXW9,P01106
Q9BXW9,P49736
Q9BXW9,P25205
Q9BXW9,P33991
Q8TDG4,Q13535
Q8TDG4,P27694
Q8TDG4,O15315
Q8TDG4,O43502
Q8TDG4,O75771
Q8TDG4,O43543
Q8TDG4,Q9BXW9
Q8TDG4,Q9NVI1
O43502,Q8TDG4
Q9BXW9,P25705
P25705,Q9BXW9
Q9BXW9,Q92889
Q9BXW9,P27694
Q9BXW9,Q8IY92
P0CG48,Q99708
P19338,P46776
P19338,P62899
P19338,Q9NR30
P19338,Q92522
P19338,P18077
P19338,P46781
P19338,P26373
P19338,P40429
P19338,P62750
P19338,P46779
P19338,P26368
P19338,O76021
P19338,Q9BQG0
P19338,P18621
P19338,Q14684
P19338,P62269
P19338,P67809
P19338,Q12905
P19338,Q9NX58
P19338,Q9Y3U8
P19338,Q8TDN6
P19338,P84103
P19338,Q9BQ39
P19338,Q9BZE4
P19338,P25398
P19338,P05386
P19338,P62316
P19338,Q99459
P19338,Q9UKD2
P19338,Q9UQE7
P19338,P0CW22
P19338,P62263
P19338,Q01780
P19338,Q7Z4V5
P19338,Q96SB4
P19338,P37108
P19338,P42677
P19338,Q9UJV9
P19338,Q01081
P19338,Q12906
P19338,Q9NVP1
P19338,P61353
P19338,P62081
P19338,O15042
P19338,P62314
P19338,Q7L2E3
P19338,P62829
P19338,Q14839
P19338,Q9BQ67
P19338,P62277
P19338,Q9BRJ6
P19338,O75643
P19338,Q9NQ55
P19338,Q2NL82
P19338,Q6P2Q9
P19338,P56537
P19338,P53007
P19338,Q9NVV4
P19338,Q06265
P19338,Q12789
P19338,O00541
P19338,O43290
P19338,O95347
P19338,P30050
P19338,Q14683
P19338,P42285
P19338,Q9BVP2
P19338,Q9UHX1
P19338,Q13868
P19338,O60264
P19338,Q14498
P19338,P30876
P19338,Q9H0S4
P19338,Q9UQ88
P19338,Q7Z2W4
P19338,P05388
P19338,O43395
P19338,Q8WU90
P19338,P62841
P19338,Q13610
P19338,Q8IY81
P19338,O43390
P19338,P62851
P19338,P35268
P19338,Q86V81
P19338,Q9BVI4
P19338,Q8IYB3
P19338,P51398
P19338,P82930
P19338,Q9NZM5
P19338,Q13724
P19338,Q15050
P19338,P56182
P19338,Q9Y2P8
P19338,Q9H7B2
P19338,O43143
P19338,O96019
P19338,Q9NZI8
P19338,Q9Y2R9
P19338,Q53GS9
P19338,Q14258
P19338,P84090
P19338,Q08211
P19338,Q5SW79
P19338,P51532
P19338,P23396
P19338,Q9UBU9
P19338,Q00839
P19338,P46783
P19338,Q9UG63
P19338,P52701
P19338,Q9NPD3
P19338,P63162
P19338,P60866
P19338,Q6P1J9
P19338,P40938
P19338,Q9NX63
P19338,O43707
Q9Y3I1,P62195
Q9Y3I1,P28074
Q8IYD8,Q9NVI1
Q8IYD8,Q12946
Q8IYD8,Q6NZ36
Q8IY92,Q9BXW9
Q9BXW9,P0CG48
Q9UM82,Q96EP0
P01375,Q9UM82
Q96PU5,Q92633
Q969T9,P35222
P35638,P49715
P49715,P35638
Q9ULV1,Q9UPQ7
Q9ULV1,P20339
Q969T9,Q96J02
Q969T9,P00533
Q969T9,Q9GZV5
Q969T9,P46937
Q969T9,P0CG48
Q969T9,Q9UM54
Q969T9,Q8IZ07
Q969T9,P62987
Q969T9,Q9H0E2
Q969T9,P62979
Q969T9,Q9Y3P4
Q969T9,Q9UMX0
Q969T9,Q6ZTN6
Q969T9,O95208
Q969T9,Q9H1A4
Q969T9,Q9NWM3
Q969T9,Q7Z6Z7
Q969T9,Q9Y253
Q969T9,Q8IYW5
Q969T9,Q6ZVM7
Q969T9,O95551
Q969T9,Q96RL1
Q969T9,O14579
Q969T9,P53621
Q969T9,Q9Y678
Q969T9,P05787
Q969T9,P05783
Q969T9,P53618
Q969T9,Q9HAV7
Q969T9,P35606
Q969T9,P48444
Q969T9,P23396
Q969T9,P62805
Q969T9,P35527
Q969T9,P31040
Q969T9,Q92841
Q969T9,P24534
Q9BX63,P49959
Q9BX63,Q92878
P49959,Q9BX63
Q92878,Q9BX63
O60934,Q9BX63
P49959,P38398
O60884,P25685
P34932,P25686
P34932,Q8NHS0
P48039,Q00975
Q92547,P38398
Q06609,Q71U36
Q06609,P20700
Q9BXW9,Q13472
O15360,P08238
P11142,O15360
P08238,P12931
P08238,O15360
P08238,P00441
P11142,P00441
P46736,O15360
Q6PJG6,O15360
Q8WVB6,O15360
P35638,O15360
Q96FC9,O15360
O60921,O15360
P33992,O15360
P33993,O15360
O00255,O15360
P16455,O15360
Q96T76,O15360
O43196,O15360
P56645,O15360
Q8N2W9,O15360
Q06609,O15360
O75771,O15360
O95072,O15360
Q9Y6E7,O15360
Q8N6T7,O15360
Q92925,O15360
Q8TEV9,O15360
Q13569,O15360
Q9Y4K3,O15360
O43542,O15360
P49286,P62879
P49286,Q9HAV0
P49286,P08754
P49286,P04899
P49286,O14654
P49286,P21333
P49286,O15355
P49286,P27824
P49286,P11021
P49286,Q15084
P49286,P27348
P49286,P53621
P49286,Q96QK1
P49286,-
P49286,Q9NQX7
P48039,P63244
P48039,Q9H4P4
P48039,Q9UN67
P48039,P23468
P48039,P21964
P48039,Q96A57
P48039,Q01959
P48039,O75381
P48039,Q13495
P48039,Q9P0B6
P48039,Q15012
P48039,P39023
P48039,P05204
P48039,O15321
P48039,O15260
P48039,Q9NPA0
P48039,Q96M02
P48039,P11169
P48039,Q9NRF8
P48039,P04406
P48039,Q969W1
P48039,P50402
P48039,Q96D05
P48039,P31946
P48039,O75074
P48039,P07437
P48039,Q9Y320
P48039,Q9NYZ1
P48039,Q9Y6G1
P48039,Q86VP6
P48039,Q12841
P48039,P23508
P48039,B2RTY4
P48039,P22570
P48039,P30519
P48039,Q93077
P48039,P35716
P48039,P48201
P48039,Q14055
P48039,Q9Y255
P48039,Q4G0S4
P48039,Q93052
P48039,Q96NT1
P49286,Q9NY35
P49286,Q13491
P49286,P23468
P49286,Q9H169
P49286,Q9H4P4
P49286,Q9GZU8
P49286,Q9GZY8
P49286,O14521
P49286,Q9Y6G1
P49286,Q15125
P49286,Q7Z5L9
P49286,Q99437
P49286,Q9UN67
P49286,Q9UKR5
P49286,P10827
P49286,P08195
P49286,P11169
P49286,Q9UJ14
P49286,Q96A57
P49286,P31946
P49286,Q9P2K9
P49286,Q16570
P49286,Q9UNA4
Q9Y466,P17844
Q9Y466,Q9NRR4
Q9Y466,Q8WYQ5
Q9NRR4,Q9Y466
Q8WYQ5,Q9Y466
P48039,Q9Y6M5
P48039,P60709
P48039,P50553
P48039,P31939
P48039,Q9Y224
P48039,Q8WTW3
P48039,O94830
P48039,O60344
P48039,P23610
P48039,O94808
P48039,P31629
P48039,Q05469
P48039,P08253
P48039,Q6ZW49
P48039,Q969Q6
P48039,Q14498
P48039,O14924
P48039,Q99496
P48039,Q9NV70
P48039,O14893
P48039,O75093
P48039,O95295
P48039,P30626
P48039,P61764
P48039,P22314
P48039,Q9UMX0
P48039,Q96RU2
P48039,Q6UB98
P48039,Q9NRL2
P48039,Q9UIG0
P48039,P14209
P48039,Q14839
P48039,O14578
P48039,Q9Y6N1
P48039,Q14999
P48039,P42566
P48039,Q9Y3D0
P48039,P02751
P48039,Q9HCG7
P48039,Q969S8
P48039,Q96P70
P48039,Q2M389
P48039,Q8IY22
P48039,Q9Y2M5
P48039,Q96PQ7
P48039,Q14974
P48039,Q14696
P48039,Q96T76
P48039,Q99733
P48039,P49321
P48039,Q13200
P48039,Q14997
P48039,Q9P2R7
P48039,Q9Y490
P48039,P29144
P48039,Q5T4S7
P48039,Q8NFA0
P48039,Q7Z5K2
P48039,O75152
P48039,Q14592
P48039,P09104
P48039,P55209
P48039,P46379
P48039,Q13618
P48039,P42892
P48039,Q8WXI9
P48039,-
P48039,O75970
P48039,Q12923
P48039,Q4LDE5
P48039,Q14669
P48039,P26640
P48039,P63104
P48039,P35221
P48039,Q7Z460
P48039,Q14573
P48039,P26022
P48039,Q14157
P48039,Q70CQ2
P48039,Q96IU4
P48039,P12814
P48039,Q9Y2J4
P48039,Q8TDY4
P48039,Q53G59
P48039,Q9Y2R4
P48039,P34059
P48039,P31943
P48039,Q7Z442
P49286,Q9H0C5
P49286,Q63HM2
P49286,Q9Y4F9
P49286,Q9H9E3
P49286,Q96MW5
P49286,Q9UQE7
P49286,Q8TDJ6
P49286,Q14204
P49286,Q8NCM8
P49286,Q8N201
P49286,Q9Y4F3
P49286,Q5VT52
P49286,Q8NEZ4
P49286,Q7Z3U7
P49286,O15164
P49286,Q9NRR5
P49286,Q7Z460
P49286,Q13618
P49286,Q14674
P49286,P84996
P49286,P32242
P49286,Q12874
P49286,Q9Y490
P49286,Q7Z4K8
P49286,Q14669
P49286,P12814
P49286,Q10567
P49286,Q9UPM8
P49286,Q07960
P49286,P14209
P49286,Q9Y6N1
P49286,P55060
P49286,Q9UH73
P49286,P02792
P49286,P30101
P49286,Q8TEX9
P49286,Q14573
P49286,Q9HB75
P49286,P08253
P49286,Q9Y217
P49286,P48556
P49286,O95980
P49286,P36956
P49286,Q9BTW9
P49286,Q9C0B7
P49286,Q14157
P49286,Q9UHD9
P49286,Q5T4S7
P49286,Q70CQ2
P49286,P35221
P49286,P08133
P49286,Q07817
P49286,Q9BXK5
P49286,Q13042
P49286,P55287
P49286,P55290
P49286,P55283
P49286,Q03001
P49286,Q14152
P49286,Q9NVI1
P49286,Q12841
P49286,P12081
P49286,Q9ULT8
P49286,Q96P70
P49286,Q9UPN3
P49286,P78527
P49286,O75150
P49286,Q9UPN7
P49286,Q9H792
P49286,Q96GM5
P49286,Q8WXH0
P49286,Q96FV9
P49286,Q9BSI4
P49286,O60266
P49286,Q9BWW8
P49286,Q96HD1
P49286,Q9H8M9
P49286,P36941
P49286,Q5JRA6
P49286,Q6ZMI0
P49286,Q96GF1
P49286,Q9UP95
P49286,Q9Y6M5
P49286,Q13433
P49286,O60337
P49286,P17861
P49286,Q12772
P49286,Q9Y6M7
Q13813,Q9BXW9
O60936,Q9UER7
Q9UER7,O60936
Q93034,Q9Y297
Q13616,Q9UBF6
Q9Y297,Q93034
Q9Y297,Q9UBF6
Q9UBF6,Q16763
Q9UBF6,O00762
Q16763,Q9UBF6
Q16763,O00762
Q16763,P61077
O00762,Q9UBF6
O00762,Q16763
P49427,P61077
P61077,Q9UBF6
P61077,P62877
P61077,P49427
P11308,Q14258
Q92759,Q6ZYL4
Q92759,P19447
Q92759,Q13888
Q92759,Q13889
P11308,O95071
P11308,Q9UPN9
P11308,Q06587
P11308,Q5T4S7
P11308,Q99496
P11308,Q14669
P11308,Q7Z6Z7
P11308,Q9UNE7
P11308,Q96T88
P11308,O95714
Q14258,P11308
Q9BXW9,Q13813
O15350,Q13263
O15350,Q96RN5
Q13263,O15350
Q96RN5,O15350
Q6IE81,P53350
Q9P2P5,Q4VCS5
Q9P2P5,Q9Y2J4
Q8IY63,Q9P2P5
P17931,Q9C035
P17931,Q9C030
P17931,Q9Y577
P17931,O15553
P17931,Q8IYM9
P17931,P36406
P17931,P0CI25
O00214,Q9C035
O00214,Q9C030
O00214,Q9Y577
O00214,O15553
O00214,Q8IYM9
O00214,P36406
O00214,P0CI25
Q9C035,P17931
P05162,O95361
P17931,O95361
O95361,P17931
P0CI25,P17931
O75385,O95361
O95361,O75385
O95361,Q13619
O95361,Q14457
O95361,Q676U5
Q676U5,O95361
O95361,Q93034
O95361,Q8TB45
O95361,Q5VZM2
O95361,Q9NQL2
O95361,P19484
P19484,O95361
O95361,P16298
Q9UBF6,Q96RT1
P62877,Q96RT1
Q9H0F6,Q9UM82
Q9NQC7,P06730
Q9NQC7,Q13490
Q9NQC7,P24752
Q9NQC7,Q8IYT3
Q9NQC7,Q00059
Q9NQC7,Q2M1Z3
Q9NQC7,P62266
Q9NQC7,Q9C0I3
Q9NQC7,P08123
Q9NQC7,Q7Z3Z0
Q9NQC7,Q86XE3
Q9NQC7,P00558
Q9NQC7,Q14315
Q9NQC7,P40926
Q9NQC7,P12236
Q9NQC7,P27635
Q9NQC7,Q7Z333
Q9NQC7,Q9C075
Q9NQC7,Q14192
Q9NQC7,Q15057
Q9NQC7,P36578
Q9NQC7,P23246
Q9NQC7,Q4VXU2
Q9NQC7,Q8N5C8
Q9NQC7,Q86V81
Q9NQC7,Q5SQI0
Q9NQC7,P11021
Q9NQC7,Q09028
Q9NQC7,Q9BQS8
Q9NQC7,P81605
Q9NQC7,O60825
Q9NQC7,Q8NC51
Q9NQC7,Q13015
Q9NQC7,Q05639
Q9NQC7,Q9Y285
Q9NQC7,P63220
Q9NQC7,Q8N1N4
Q9NQC7,P31944
Q9NQC7,P12273
Q9NQC7,P23528
Q9NQC7,Q8IWI9
Q9NQC7,Q9UI42
Q9NQC7,Q9NYJ8
Q9NQC7,P02788
Q9NQC7,Q04695
Q9NQC7,P32119
Q9NQC7,Q09666
Q9NQC7,P31946
Q9NQC7,O60232
Q9NQC7,P62888
Q9NQC7,O75190
Q9NQC7,O95573
Q9NQC7,P55209
Q9NQC7,O95716
Q9NQC7,Q15208
Q9NQC7,Q13561
Q9NQC7,Q15942
Q9NQC7,O75116
Q9NQC7,P38646
Q9NQC7,Q14103
Q9NQC7,Q8NCE2
Q9NQC7,Q9BRJ6
Q9NQC7,P24534
Q9NQC7,Q96DR8
Q9NQC7,O75821
Q9NQC7,P15056
Q9NQC7,Q13867
Q9NQC7,P62158
Q9NQC7,P12268
Q9NQC7,Q99623
Q9NQC7,P09382
Q9NQC7,Q00610
Q9NQC7,Q7Z794
Q9NQC7,P17066
Q9NQC7,Q13956
Q9NQC7,Q92900
Q9NQC7,Q9BZ76
Q9NQC7,Q13283
Q9NQC7,P08579
Q9NQC7,O15014
Q9NQC7,P23381
Q9NQC7,Q14574
Q9NQC7,P25398
Q9NQC7,P62263
Q9NQC7,Q15365
Q9NQC7,Q9NY65
Q9NQC7,P07355
Q9NQC7,P55795
Q9NQC7,P67809
Q9NQC7,P05787
Q9NQC7,P19105
Q9NQC7,P39019
Q9NQC7,P34932
Q9NQC7,P21399
Q9NQC7,P49327
Q9NQC7,Q13813
Q9NQC7,P13645
Q9NQC7,Q9BWU0
Q9NQC7,P35232
Q9NQC7,O14744
Q9NQC7,P20930
Q9NQC7,P68366
Q9NQC7,Q04637
Q9NQC7,Q12904
Q9NQC7,P52597
Q9NQC7,P84103
Q9NQC7,Q6ZVX7
Q9NQC7,P05109
Q9NQC7,P05386
Q9NQC7,P33992
Q9NQC7,P02452
Q9NQC7,Q99456
Q9NQC7,Q9P270
Q9NQC7,P05387
Q9NQC7,Q93084
Q9NQC7,Q14257
Q9NQC7,O15371
Q9NQC7,P06748
Q9NQC7,P61619
Q9NQC7,P46782
Q9NQC7,P04792
Q9NQC7,P62753
Q9NQC7,P04406
Q9NQC7,Q9UKX3
Q9NQC7,P62829
Q9NQC7,P29692
Q9NQC7,Q12849
Q9NQC7,Q7KZF4
Q9NQC7,P52732
Q9NQC7,Q86YZ3
Q9NQC7,P48643
Q9NQC7,P42357
Q9NQC7,Q9UN86
Q9NQC7,Q14681
Q9NQC7,Q9NVE4
Q9NQC7,Q06830
Q9NQC7,Q9UMX0
Q9NQC7,P23396
Q9NQC7,P68371
Q9NQC7,Q9Y3B4
Q9NQC7,Q13347
Q9NQC7,Q9BVA1
Q9NQC7,P0CW22
Q9NQC7,P08779
Q9NQC7,P50454
Q9NQC7,Q13148
Q9NQC7,Q9BUF5
Q9NQC7,Q5T750
Q9NQC7,P25705
Q9NQC7,Q96QA5
Q9NQC7,Q92598
Q9NQC7,P49411
Q9NQC7,P31689
Q9NQC7,P25686
Q9NQC7,P49368
Q9NQC7,P62258
Q9NQC7,P63104
Q9NQC7,Q9NXV2
Q9NQC7,P62906
Q9NQC7,Q99729
Q9NQC7,O60884
Q9NQC7,O15372
Q9NQC7,Q15654
Q9NQC7,P19338
Q9NQC7,P60709
Q9NQC7,P62081
Q9NQC7,Q13509
Q9NQC7,P16989
Q9NQC7,P35527
Q9NQC7,P23588
Q9NQC7,P09661
Q9NQC7,P31943
Q9NQC7,Q96AV8
Q9NQC7,Q02413
Q9NQC7,P62826
Q9NQC7,Q9BQE3
Q9NQC7,P55072
Q9NQC7,P62333
Q9NQC7,P17980
Q9NQC7,O00750
Q9NQC7,A8TX70
Q9NQC7,P62979
Q9NQC7,P04040
Q9NQC7,P35268
Q9NQC7,P62913
Q9NQC7,Q13418
Q9NQC7,Q6UB35
Q9NQC7,P30050
Q9NQC7,P35240
Q9NQC7,Q9Y6Y0
Q9NQC7,P05198
Q9NQC7,Q96HS1
Q9NQC7,Q15084
Q9NQC7,Q07021
Q9NQC7,P84090
Q9NQC7,Q9BYD1
Q9NQC7,P02768
Q9NQC7,P11142
Q9NQC7,P13929
Q9NQC7,P61163
Q9NQC7,P06576
Q9NQC7,P63244
Q9NQC7,Q16610
Q9NQC7,P10809
Q9NQC7,P55884
Q9NQC7,P35998
Q9NQC7,P46087
Q9NQC7,P54105
Q9NQC7,P35637
Q9NQC7,P17931
Q9NQC7,Q08554
Q9NQC7,P31153
Q9NQC7,Q13435
Q9NQC7,P23284
Q9NQC7,Q15717
Q9NQC7,Q9UNQ2
Q9NQC7,O94905
Q9NQC7,Q9BQA1
Q9NQC7,Q7L9L4
Q9NQC7,Q5JUX0
Q9NQC7,O14578
Q9NQC7,P63162
Q9NQC7,P61353
Q9NQC7,Q15393
Q9NQC7,P52815
Q9NQC7,P07437
Q9NQC7,O14979
Q9NQC7,Q96P63
Q9NQC7,Q9Y3I0
Q9NQC7,O43318
Q9NQC7,Q9NUQ6
Q9NQC7,P35908
Q9NQC7,P61978
Q9NQC7,Q16531
Q9NQC7,P55036
Q9NQC7,Q15459
Q9NQC7,P08195
Q9NQC7,P04350
Q9NQC7,P28074
Q9NQC7,Q13200
Q9NQC7,P15924
Q9NQC7,P52272
Q9NQC7,Q96BY6
Q9NQC7,Q15517
Q9NQC7,P56192
Q9NQC7,P62306
Q9NQC7,O14818
Q9NQC7,Q6KB66
Q9NQC7,P05023
Q9NQC7,Q9HCY8
Q9NQC7,P08107
Q9NQC7,Q9UBQ5
Q9NQC7,Q52LJ0
Q9NQC7,P33993
Q9NQC7,Q14CN4
Q9NQC7,P13639
Q9NQC7,Q00325
Q9NQC7,P13647
Q9NQC7,Q9H2W6
Q9NQC7,Q15046
Q9NQC7,P61964
Q9NQC7,Q01804
Q9NQC7,O95793
Q9NQC7,P05455
Q9NQC7,Q5D862
Q9NQC7,P62854
Q9NQC7,P52907
Q9NQC7,Q02543
Q9NQC7,Q9NYK5
Q9NQC7,P11940
Q9NQC7,O75688
Q9NQC7,Q9UBS4
Q9NQC7,P47897
Q9NQC7,Q9Y4E8
Q9NQC7,P08865
Q9NQC7,Q08188
Q9NQC7,Q15750
Q9NQC7,P62314
Q9NQC7,Q14240
Q9NQC7,Q9NVI7
Q9NQC7,Q9Y657
Q9NQC7,Q8N983
Q9NQC7,O43290
Q9NQC7,P17812
Q9NQC7,Q3SY84
Q9NQC7,P05141
Q9NQC7,P68871
Q9NQC7,Q01650
Q9NQC7,P08238
Q9NQC7,Q9BWM7
Q9NQC7,P26373
Q9NQC7,Q5VU43
Q9NQC7,O00571
Q9NQC7,P62318
Q9NQC7,P18077
Q9NQC7,P29508
Q9NQC7,Q9UJS0
Q9NQC7,O15294
Q9NQC7,Q9BUA3
Q9NQC7,P54136
Q9NQC7,P22735
Q9NQC7,P61247
Q9NQC7,P60900
